token,entry_time,entry_price,entry_token_amount,entry_sol_amount,entry_network_fee,entry_pump_fee,entry_token_account_fee,exit_time,exit_price,exit_token_amount,exit_sol_amount,exit_network_fee,exit_pump_fee,hold_time,gross_pnl,net_pnl,gross_roi,net_roi,wallet_address
5pjYWZLnxnoMYtJgKhHg5HZg3UugTu3HR9DcPGecpump,2025-04-11 01:50:19,1.7729106043103453e-07,417827.699941,0.074077116,5.75e-05,0.000740772,0.00203928,2025-04-11 01:50:37,1.7319345512568557e-07,417827.699941,0.072365023,5.75e-05,0.000723651,0.3,-0.0017120929999999979,-0.005330796000000013,-2.3112306370026583,-6.930792446507099,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
6jTHtYxdbnPZUtTqCM9LehFLd6UZ22EWSfsJ6336pump,2025-04-11 02:34:03,2.7813138861853773e-07,253743.172788,0.070573941,5.75e-05,0.00070574,0.00203928,2025-04-11 02:34:06,2.702526071796759e-07,253743.172788,0.068574754,5.75e-05,0.000685748,0.05,-0.0019991869999999995,-0.005544955000000004,-2.8327552233479483,-7.556858050158626,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
VA2pPjoi75SXk9rZiHQ8XB4tqv1ZcRzeUNqgG5Ppump,2025-04-11 03:08:12,1.5059512981212275e-07,487363.230747,0.073394529,5.75e-05,0.000733946,0.00203928,2025-04-11 03:08:14,1.4995214121505587e-07,487363.230747,0.07308116,5.75e-05,0.000730812,0.03333333333333333,-0.0003133689999999939,-0.003932406999999999,-0.42696506711010285,-5.158929281377935,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
996YBBLSdgRv54tUGoo752sHY6cZ9LmEruZd2oFupump,2025-04-11 04:00:26,2.061285757021452e-07,328656.421213,0.06774548,5.75e-05,0.000677455,0.00203928,2025-04-11 04:00:27,2.1140641264078767e-07,328656.421213,0.069480075,5.75e-05,0.000694801,0.016666666666666666,0.0017345950000000054,-0.0017919409999999913,2.5604586460971355,-2.541049690855942,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
6fA4CKN8TEiDH7tXWYLpJg2TtfenC5zuTMxixorQpump,2025-04-11 08:03:22,9.937018921220458e-08,727820.512101,0.072323662,5.75e-05,0.000723237,0.00203928,2025-04-11 08:03:26,9.226419685006255e-08,727820.512101,0.067151775,5.75e-05,0.000671518,0.06666666666666667,-0.005171887,-0.008720922000000006,-7.151030322551975,-11.60566279966144,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
3worHcnbFE9dkD8nELjJLHEfFDA4EU9TJK1SaoCPpump,2025-04-11 09:05:52,3.601049672334135e-08,2112468.749999,0.076071049,5.75e-05,0.000760711,0.00203928,2025-04-11 09:05:56,3.003982283763016e-08,2112468.749999,0.063458187,5.75e-05,0.000634582,0.06666666666666667,-0.012612862000000002,-0.016162435000000003,-16.580370805718747,-20.477301366527243,4qqjumvvtbbtvwfb7e7rxhcd2ceycgcqvcjdul66bgf5
GzdFBGKXeSLpdMmsy4761iLf6MRSHy7CZEcXGrwkpump,2025-04-11 10:12:55,7.510667845633407e-08,1025310.339676,0.077007654,5.75e-05,0.000770077,0.00203928,2025-04-11 10:12:57,7.797688944136125e-08,1025310.339676,0.079950511,5.75e-05,0.000799506,0.03333333333333333,0.002942857000000007,-0.0007810060000000008,3.8215123395396606,-0.9777912756173253,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
J821Mt18qcs4ncmqeq32eXDohG3UHTrEr9pDY1bRpump,2025-04-11 10:21:09,6.79567470273577e-08,1144182.945789,0.077754951,5.75e-05,0.00077755,0.00203928,2025-04-11 10:21:10,6.837351254702831e-08,1144182.945789,0.078231807,5.75e-05,0.000782319,0.016666666666666666,0.0004768559999999977,-0.003237293000000016,0.6132805613883001,-4.015033942817889,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
ERTKCGDnfCKe93CpJyeE3ByaCgzyeqUifyQ6STzzpump,2025-04-11 10:55:44,1.8295908239704947e-07,387764.477557,0.070945033,5.75e-05,0.000709451,0.00203928,2025-04-11 10:56:07,1.7276194669005637e-07,387764.477557,0.066990946,5.75e-05,0.00066991,0.38333333333333336,-0.003954087000000009,-0.007487728000000013,-5.573451491663988,-10.152677518855828,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
Bq5nFQ82jBYcFKRzUSximpCmCg5t8L8tVMqsn612pump,2025-04-11 13:46:46,1.9523113174101034e-07,356046.504367,0.069511362,5.75e-05,0.000695114,0.00203928,2025-04-11 13:46:47,1.8761446659548015e-07,356046.504367,0.066799475,5.75e-05,0.000667995,0.016666666666666666,-0.002711886999999996,-0.006229276000000006,-3.901357881607897,-8.615484757698887,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
4ftotT2dkcAUKxXWLe7xL5zGC5bmBJiENTkdTo3gpump,2025-04-11 14:01:44,1.6155195913687939e-07,419174.285238,0.067718427,5.75e-05,0.000677185,0.00203928,2025-04-11 14:01:45,1.8054445767595315e-07,419174.285238,0.075679594,5.75e-05,0.000756796,0.016666666666666666,0.007961167000000005,0.004372905999999996,11.756278686154369,6.203372982434751,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
6yVCx4xvStkYwheYhwecijn8WmqokeTaT5EUxjwZpump,2025-04-11 14:30:58,9.528112925140267e-08,756036.379564,0.072036,5.75e-05,0.00072036,0.00203928,2025-04-11 14:30:59,9.576728178312602e-08,756036.379564,0.072403549,5.75e-05,0.000724036,0.016666666666666666,0.0003675489999999948,-0.003231127000000014,0.5102296074185058,-4.316621854473992,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
5SXeyhdzFRQKMzn7P2axFHPStU2idaGjq9AqUEHvpump,2025-04-11 14:53:27,2.304903462219398e-07,317161.634742,0.073102695,5.75e-05,0.000731027,0.00203928,2025-04-11 14:53:42,2.4138560157907333e-07,317161.634742,0.076558252,5.75e-05,0.000765583,0.25,0.003455556999999998,-0.00019533300000000586,4.726989887308529,-0.2572523489967258,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
TsvdpAtqjCreZ6dfUpSvpjRFiJk6zezk7igswUcpump,2025-04-11 16:00:33,8.671847737264438e-08,909403.490344,0.078862086,5.75e-05,0.000788621,0.00203928,2025-04-11 16:00:36,8.746085301466509e-08,909403.490344,0.079537205,5.75e-05,0.000795373,0.05,0.0006751190000000018,-0.003063155000000012,0.8560755037598191,-3.7470937791641368,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
BCRezqZJikgv56pPxTpAJNytXqQsL6bvKVH5USzNpump,2025-04-11 16:51:46,1.0003368116830342e-07,702281.96323,0.07025185,5.75e-05,0.000702519,0.00203928,2025-04-11 16:51:48,1.0511413487038929e-07,702281.96323,0.073819761,5.75e-05,0.000738198,0.03333333333333333,0.003567910999999993,-2.708600000000949e-05,5.078743122067237,-0.037078130009987234,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
9GM5ij1k8WmMtr7KRK3b29ipZp7mjT8AcJchvyDTpump,2025-04-11 17:16:18,1.0518048211319007e-07,659837.154248,0.06940199,5.75e-05,0.00069402,0.00203928,2025-04-11 17:16:20,1.055164619812117e-07,659837.154248,0.069623682,5.75e-05,0.000696237,0.03333333333333333,0.00022169200000000944,-0.003322845000000005,0.3194317626915445,-4.60273802965643,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
AY1Uv1ybLhKXHKoAjiP3Gbmfg1WabRn4iDMPUSwppump,2025-04-11 18:33:46,1.6479261311020593e-07,414322.224227,0.068277242,5.75e-05,0.000682773,0.00203928,2025-04-11 18:33:47,1.6605237415964947e-07,414322.224227,0.068799189,5.75e-05,0.000687992,0.016666666666666666,0.0005219469999999948,-0.0030030980000000096,0.7644523778508728,-4.226334722808719,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
Ca4Yphw4RHvJMY31y3ya6187LtvGrsQSmtoBzofcpump,2025-04-11 18:40:44,2.838439284966078e-07,240316.114427,0.06821227,5.75e-05,0.000682123,0.00203928,2025-04-11 18:41:05,2.599697200870722e-07,240316.114427,0.062474913,5.75e-05,0.00062475,0.35,-0.005737357000000005,-0.00919851000000002,-8.411033674733307,-12.95725878483515,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
8nDGF2DPigZ5XzbENyLhmzuMs9xYF63dEbVUHMfvpump,2025-04-11 21:18:21,1.2715327162472622e-07,673501.294192,0.085637893,5.75e-05,0.000856379,0.00203928,2025-04-11 21:18:22,1.282945953409964e-07,673501.294192,0.086406576,5.75e-05,0.000864066,0.016666666666666666,0.0007686829999999922,-0.003106042000000017,0.8975968149986971,-3.506044831706047,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
4pBvRmzWaoiZE88qWMMjNDYAyrTdYEHGG5kDBMH1pump,2025-04-11 21:18:05,1.1587758683006056e-07,580671.187938,0.067286776,5.75e-05,0.000672868,0.00203928,2025-04-11 21:18:29,1.0424830309724855e-07,580671.187938,0.060533986,5.75e-05,0.00060534,0.4,-0.0067527900000000085,-0.010185278000000013,-10.035835273189502,-14.53867813749673,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
9YjerwFEkg5sZsNenDFVoRVoGLVbZ2ictnyXtBexpump,2025-04-11 22:09:05,1.374713594733927e-07,469711.634826,0.064571897,5.75e-05,0.000645719,0.00203928,2025-04-11 22:09:27,1.3832213890990385e-07,469711.634826,0.064971518,5.75e-05,0.000649716,0.36666666666666664,0.0003996210000000028,-0.003050094000000003,0.6188775900450977,-4.531116939681079,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
BpFKgzVMbLNJiAX4Nx4iboigWJXRxMjyTY62t1HCpump,2025-04-11 23:08:34,9.320083242226198e-08,722120.28853,0.067302212,5.75e-05,0.000673023,0.00203928,2025-04-11 23:08:44,1.0057178028862824e-07,722120.28853,0.072624923,5.75e-05,0.00072625,0.16666666666666666,0.005322710999999994,0.001769157999999993,7.9086717090368355,2.5247711229654133,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
